NPS,Category,Customer ID,Customer Name,Order Date,Order ID,Product ID,Product Name,Segment,Sub-Category,Discount,Profit,Quantity,Sales
7,Office Supplies,JW-16075,Julia West,12/10/2021,US-2021-106208,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Consumer,Appliances,0.8,-109,7,53
7,Furniture,RF-19345,Randy Ferguson,6/23/2021,US-2021-106187,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Corporate,Furnishings,0,9,3,27
5,Office Supplies,RF-19345,Randy Ferguson,6/23/2021,US-2021-106187,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Corporate,Binders,0,75,1,166
6,Technology,RF-19345,Randy Ferguson,6/23/2021,US-2021-106187,TEC-AC-10001590,Dell Slim USB Multimedia Keyboard,Corporate,????Accessories,0,18,3,75
3,Office Supplies,PA-19060,Pete Armstrong,3/2/2021,US-2021-105970,OFF-AR-10003156,50 Colored Long Pencils,Home Office,!Art,0,3,1,10
1,Office Supplies,PA-19060,Pete Armstrong,3/2/2021,US-2021-105970,OFF-EN-10001532,Brown Kraft Recycled Envelopes,Home Office,Envelopes,0,51,6,102
8,Office Supplies,JF-15415,Jennifer Ferguson,10/25/2021,US-2021-105844,OFF-AR-10001955,Newell 319,Consumer,!Art,0,24,4,79
6,Furniture,GT-14755,Guy Thornton,2/18/2021,US-2021-105725,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Consumer,Tables,0.2,-1,1,36
3,Office Supplies,GT-14755,Guy Thornton,2/18/2021,US-2021-105725,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Consumer,Labels,0,28,2,61
4,Technology,CA-11965,Carol Adams,11/21/2021,US-2021-105690,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Corporate,??Copiers,0.2,165,1,440
4,Furniture,CA-11965,Carol Adams,11/21/2021,US-2021-105690,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Corporate,Bookcases,0.32,-76,2,246
6,Office Supplies,CA-11965,Carol Adams,11/21/2021,US-2021-105690,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Corporate,Labels,0.2,4,2,12
8,Furniture,NM-18520,Neoma Murray,12/1/2021,US-2021-105676,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Consumer,Furnishings,0.6,-4,4,7
5,Office Supplies,HA-14905,Helen Abelman,11/8/2021,US-2021-105634,OFF-AR-10001573,American Pencil,Consumer,!Art,0,3,5,12
7,Furniture,DK-12895,Dana Kaydos,3/8/2021,US-2021-105627,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Consumer,Bookcases,0,97,3,513
9,Office Supplies,DK-12895,Dana Kaydos,3/8/2021,US-2021-105627,OFF-AR-10002704,Boston 1900 Electric Pencil Sharpener,Consumer,!Art,0,4,1,15
7,Furniture,DK-12895,Dana Kaydos,3/8/2021,US-2021-105627,FUR-CH-10002084,Hon Mobius Operator's Chair,Consumer,Chairs,0,189,7,861
9,Furniture,DK-12895,Dana Kaydos,3/8/2021,US-2021-105627,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Consumer,Furnishings,0,82,6,373
2,Technology,DK-12895,Dana Kaydos,3/8/2021,US-2021-105627,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Consumer,Phones,0,223,5,770
8,Technology,KN-16705,Kristina Nunn,10/18/2021,US-2021-105613,TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Home Office,????Accessories,0.2,3,3,28
9,Office Supplies,KN-16705,Kristina Nunn,10/18/2021,US-2021-105613,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Home Office,Appliances,0.8,-187,6,73
2,Office Supplies,MC-17275,Marc Crier,9/7/2021,US-2021-105599,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,Consumer,Storage,0,0,2,14
8,Furniture,MC-17275,Marc Crier,9/7/2021,US-2021-105599,FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,Consumer,Tables,0.4,-14,3,27
9,Office Supplies,CP-12340,Christine Phan,11/7/2021,US-2021-105571,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Corporate,Binders,0.7,-1032,5,1345
5,Office Supplies,CP-12340,Christine Phan,11/7/2021,US-2021-105571,OFF-BI-10003305,Avery Hanging File Binders,Corporate,Binders,0.7,-13,9,16
0,Office Supplies,JF-15190,Jamie Frazer,9/24/2021,US-2021-105508,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Consumer,Envelopes,0,18,1,40
1,Office Supplies,CM-12115,Chad McGuire,3/29/2021,US-2021-105361,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Consumer,Paper,0,8,4,18
9,Office Supplies,DP-13000,Darren Powers,11/24/2021,US-2021-105347,OFF-AR-10003045,Prang Colored Pencils,Consumer,!Art,0,7,5,15
8,Office Supplies,DP-13000,Darren Powers,11/24/2021,US-2021-105347,OFF-PA-10000675,Xerox 1919,Consumer,Paper,0,181,9,369
9,Office Supplies,MT-17815,Meg Tillman,11/6/2021,US-2021-105312,OFF-BI-10002049,UniKeep View Case Binders,Consumer,Binders,0.7,-4,3,4
9,Office Supplies,MT-17815,Meg Tillman,11/6/2021,US-2021-105312,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Consumer,Envelopes,0.2,2,3,7
10,Technology,VM-21685,Valerie Mitchum,11/1/2021,US-2021-105221,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Home Office,????Accessories,0.2,-3,2,35
9,Office Supplies,VM-21685,Valerie Mitchum,11/1/2021,US-2021-105221,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Home Office,Fasteners,0.2,-1,2,3
0,Office Supplies,SP-20860,Sung Pak,9/5/2021,US-2021-105158,OFF-PA-10001970,Xerox 1881,Corporate,Paper,0,17,3,37
7,Furniture,SP-20860,Sung Pak,9/5/2021,US-2021-105158,FUR-FU-10001706,Longer-Life Soft White Bulbs,Corporate,Furnishings,0,3,2,6
3,Furniture,BM-11575,Brendan Murry,9/15/2021,US-2021-105102,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Corporate,Bookcases,0.2,1,1,46
2,Office Supplies,BM-11575,Brendan Murry,9/15/2021,US-2021-105102,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Corporate,Binders,0.2,30,3,80
7,Office Supplies,BM-11575,Brendan Murry,9/15/2021,US-2021-105102,OFF-PA-10002365,Xerox 1967,Corporate,Paper,0,6,2,13
7,Office Supplies,KH-16510,Keith Herrera,11/13/2021,US-2021-104948,OFF-PA-10004610,Xerox 1900,Consumer,Paper,0,13,7,30
1,Office Supplies,KH-16510,Keith Herrera,11/13/2021,US-2021-104948,OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Consumer,Binders,0.2,3,2,10
9,Furniture,KH-16510,Keith Herrera,11/13/2021,US-2021-104948,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Consumer,Bookcases,0.15,-40,4,683
2,Office Supplies,DH-13075,Dave Hallsten,6/13/2021,US-2021-104941,OFF-AR-10004269,Newell 31,Corporate,!Art,0,7,6,25
1,Office Supplies,DH-13075,Dave Hallsten,6/13/2021,US-2021-104941,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Corporate,Binders,0,9,3,19
2,Office Supplies,DH-13075,Dave Hallsten,6/13/2021,US-2021-104941,OFF-PA-10003363,Xerox 204,Corporate,Paper,0,16,5,32
8,Technology,DH-13075,Dave Hallsten,6/13/2021,US-2021-104941,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Corporate,??Copiers,0,315,3,900
1,Furniture,DR-12940,Daniel Raglin,3/30/2021,US-2021-104871,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Home Office,Chairs,0.3,-110,4,367
7,Furniture,DR-12940,Daniel Raglin,9/1/2021,US-2021-104626,FUR-CH-10003817,"Global Value Steno Chair, Gray",Home Office,Chairs,0,15,1,61
7,Furniture,DR-12940,Daniel Raglin,9/1/2021,US-2021-104626,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Home Office,Furnishings,0,27,2,124
9,Office Supplies,DR-12940,Daniel Raglin,9/1/2021,US-2021-104626,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Home Office,Binders,0,52,5,115
9,Office Supplies,DR-12940,Daniel Raglin,9/1/2021,US-2021-104626,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Home Office,Storage,0,316,6,1089
1,Office Supplies,CB-12535,Claudia Bergmann,1/2/2021,US-2021-104514,OFF-PA-10004285,Xerox 1959,Corporate,Paper,0,10,3,20
7,Office Supplies,CB-12535,Claudia Bergmann,1/2/2021,US-2021-104514,OFF-AR-10001473,Newell 313,Corporate,!Art,0,3,3,10
3,Office Supplies,CB-12535,Claudia Bergmann,1/2/2021,US-2021-104514,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Corporate,Storage,0,22,2,86
2,Office Supplies,EB-13705,Ed Braxton,10/2/2021,US-2021-104493,OFF-BI-10004817,GBC Personal VeloBind Strips,Corporate,Binders,0.2,20,6,58
2,Office Supplies,PO-18850,Patrick O'Brill,5/1/2021,US-2021-104486,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Consumer,Supplies,0,11,2,35
4,Office Supplies,PO-18850,Patrick O'Brill,5/1/2021,US-2021-104486,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Consumer,Binders,0.2,4,1,12
8,Office Supplies,PO-18850,Patrick O'Brill,5/1/2021,US-2021-104486,OFF-ST-10000876,Eldon Simplefile Box Office,Consumer,Storage,0,10,3,37
5,Office Supplies,LT-17110,Liz Thompson,10/22/2021,US-2021-104430,OFF-BI-10000301,GBC Instant Report Kit,Consumer,Binders,0.8,-8,4,5
0,Technology,IM-15070,Irene Maddox,12/11/2021,US-2021-104346,TEC-AC-10004396,Logitech Keyboard K120,Consumer,????Accessories,0.2,-7,4,58
7,Furniture,IM-15070,Irene Maddox,12/11/2021,US-2021-104346,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Consumer,Bookcases,0.7,-144,4,70
10,Furniture,IM-15070,Irene Maddox,12/11/2021,US-2021-104346,FUR-FU-10001473,DAX Wood Document Frame,Consumer,Furnishings,0.2,11,5,55
4,Office Supplies,IM-15070,Irene Maddox,12/11/2021,US-2021-104346,OFF-PA-10001166,Xerox 1932,Consumer,Paper,0.2,29,3,85
7,Office Supplies,IM-15070,Irene Maddox,12/11/2021,US-2021-104346,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Consumer,Paper,0.2,10,3,28
4,Furniture,IM-15070,Irene Maddox,12/11/2021,US-2021-104346,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Consumer,Furnishings,0.2,15,9,52
4,Furniture,IM-15070,Irene Maddox,12/11/2021,US-2021-104346,FUR-TA-10000849,Bevis Rectangular Conference Tables,Consumer,Tables,0.5,-248,5,365
7,Office Supplies,IM-15070,Irene Maddox,12/11/2021,US-2021-104346,OFF-AR-10001545,Newell 326,Consumer,!Art,0.2,0,3,4
5,Office Supplies,IM-15070,Irene Maddox,12/11/2021,US-2021-104346,OFF-AR-10001473,Newell 313,Consumer,!Art,0.2,1,5,13
6,Office Supplies,CC-12100,Chad Cunningham,5/29/2021,US-2021-104297,OFF-PA-10000474,Easy-staple paper,Home Office,Paper,0.2,29,3,85
0,Furniture,AG-10495,Andrew Gjertsen,1/4/2021,US-2021-104241,FUR-FU-10001473,DAX Wood Document Frame,Corporate,Furnishings,0,69,14,192
1,Office Supplies,JB-15400,Jennifer Braxton,9/3/2021,US-2021-104185,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Corporate,Storage,0,31,1,120
5,Technology,ES-14080,Erin Smith,2/27/2021,US-2021-104129,TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Corporate,Phones,0,1,2,106
1,Furniture,ES-14080,Erin Smith,2/27/2021,US-2021-104129,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Corporate,Tables,0.3,-28,7,494
3,Technology,JH-15910,Jonathan Howell,6/12/2021,US-2021-104115,TEC-PH-10002844,Speck Products Candyshell Flip Case,Consumer,Phones,0.2,4,2,56
5,Office Supplies,FC-14245,Frank Carlisle,6/13/2021,US-2021-104059,OFF-AR-10000634,Newell 320,Home Office,!Art,0.2,0,1,3
4,Technology,TP-21565,Tracy Poddar,3/1/2021,US-2021-104052,TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,Corporate,Phones,0.2,35,4,96
6,Office Supplies,LO-17170,Lori Olson,2/6/2021,US-2021-104038,OFF-ST-10002554,Tennsco Industrial Shelving,Corporate,Storage,0,3,3,147
6,Office Supplies,LO-17170,Lori Olson,2/6/2021,US-2021-104038,OFF-PA-10002751,Xerox 1920,Corporate,Paper,0,13,5,30
6,Technology,RB-19435,Richard Bierner,3/29/2021,US-2021-103996,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Consumer,????Accessories,0,21,3,53
4,Furniture,RB-19435,Richard Bierner,3/29/2021,US-2021-103996,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Consumer,Furnishings,0,10,3,20
4,Office Supplies,RB-19435,Richard Bierner,3/29/2021,US-2021-103996,OFF-PA-10001609,Tops Wirebound Message Log Books,Consumer,Paper,0,5,3,10
4,Office Supplies,RB-19435,Richard Bierner,3/29/2021,US-2021-103996,OFF-PA-10001736,Xerox 1880,Consumer,Paper,0,100,6,213
9,Office Supplies,NG-18430,Nathan Gelder,11/5/2021,US-2021-103961,OFF-LA-10004484,Avery 476,Consumer,Labels,0.2,6,6,20
9,Furniture,HR-14770,Hallie Redmond,8/9/2021,US-2021-103954,FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Home Office,Bookcases,0,48,5,687
10,Technology,DR-12880,Dan Reichenbach,9/25/2021,US-2021-103933,TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Corporate,????Accessories,0,396,9,900
8,Technology,SP-20860,Sung Pak,12/27/2021,US-2021-103870,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Corporate,????Accessories,0.2,-13,7,73
7,Technology,SP-20860,Sung Pak,12/27/2021,US-2021-103870,TEC-AC-10002370,Maxell CD-R Discs,Corporate,????Accessories,0.2,1,3,5
10,Furniture,SP-20860,Sung Pak,12/27/2021,US-2021-103870,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Corporate,Bookcases,0.2,8,2,131
8,Furniture,SP-20860,Sung Pak,12/27/2021,US-2021-103870,FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Corporate,Furnishings,0.2,16,3,53
1,Office Supplies,SP-20860,Sung Pak,12/27/2021,US-2021-103870,OFF-ST-10002562,Staple magnet,Corporate,Storage,0.2,2,3,23
5,Furniture,SC-20440,Shaun Chance,9/24/2021,US-2021-103835,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Corporate,Furnishings,0,5,3,15
1,Office Supplies,SC-20440,Shaun Chance,9/24/2021,US-2021-103835,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Corporate,Appliances,0,336,4,1158
6,Office Supplies,BV-11245,Benjamin Venier,3/26/2021,US-2021-103793,OFF-PA-10001125,Xerox 1988,Corporate,Paper,0.2,23,3,74
1,Office Supplies,MP-17470,Mark Packer,6/28/2021,US-2021-103772,OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Home Office,!Art,0,42,5,141
1,Office Supplies,MP-17470,Mark Packer,6/28/2021,US-2021-103772,OFF-BI-10002867,GBC Recycled Regency Composition Covers,Home Office,Binders,0,55,2,120
3,Office Supplies,BT-11305,Beth Thompson,12/1/2021,US-2021-103723,OFF-AR-10003251,Prang Drawing Pencil Set,Home Office,!Art,0,6,5,14
9,Technology,KB-16585,Ken Black,4/30/2021,US-2021-103716,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Corporate,Phones,0.2,2,5,20
6,Office Supplies,KB-16585,Ken Black,4/30/2021,US-2021-103716,OFF-AR-10000658,Newell 324,Corporate,!Art,0,10,3,35
7,Office Supplies,JR-15670,Jim Radford,12/24/2021,US-2021-103471,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Consumer,!Art,0.2,2,3,14
8,Furniture,JR-15670,Jim Radford,12/24/2021,US-2021-103471,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Consumer,Bookcases,0.7,-787,7,590
8,Technology,JJ-15760,Joel Jenkins,12/8/2021,US-2021-103205,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Home Office,Phones,0.2,12,5,120
6,Technology,EN-13780,Edward Nazzal,5/30/2021,US-2021-103177,TEC-PH-10001527,Plantronics MX500i Earset,Consumer,Phones,0,4,3,129
5,Office Supplies,EN-13780,Edward Nazzal,5/30/2021,US-2021-103177,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Consumer,Appliances,0,45,2,160
2,Technology,EN-13780,Edward Nazzal,5/30/2021,US-2021-103177,TEC-PH-10001795,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Consumer,Phones,0,2,3,240
6,Office Supplies,SS-20515,Shirley Schmidt,7/24/2021,US-2021-103135,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Home Office,Binders,0,41,6,90
5,Technology,SS-20515,Shirley Schmidt,7/24/2021,US-2021-103135,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Home Office,????Accessories,0,64,14,280
4,Furniture,SS-20515,Shirley Schmidt,7/24/2021,US-2021-103135,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Home Office,Furnishings,0,6,3,21
8,Office Supplies,SS-20515,Shirley Schmidt,7/24/2021,US-2021-103135,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Home Office,Binders,0,62,9,135
9,Office Supplies,FO-14305,Frank Olsen,2/3/2021,US-2021-103093,OFF-EN-10003286,Staple envelope,Consumer,Envelopes,0,35,9,75
9,Office Supplies,HW-14935,Helen Wasserman,9/27/2021,US-2021-103072,OFF-AR-10000127,Newell 321,Corporate,!Art,0,5,5,16
8,Office Supplies,HW-14935,Helen Wasserman,9/27/2021,US-2021-103072,OFF-PA-10003172,Xerox 1996,Corporate,Paper,0,12,4,26
5,Office Supplies,LR-17035,Lisa Ryan,9/7/2021,US-2021-102876,OFF-BI-10000848,Angle-D Ring Binders,Corporate,Binders,0.7,-4,3,5
6,Office Supplies,LR-17035,Lisa Ryan,9/7/2021,US-2021-102876,OFF-BI-10004781,GBC Wire Binding Strips,Corporate,Binders,0.7,-7,1,10
5,Technology,LR-17035,Lisa Ryan,9/7/2021,US-2021-102876,TEC-PH-10002680,Samsung Galaxy Note 3,Corporate,Phones,0.4,-132,6,792
1,Technology,JF-15415,Jennifer Ferguson,4/5/2021,US-2021-102855,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Consumer,????Accessories,0,26,6,240
8,Office Supplies,JF-15415,Jennifer Ferguson,4/5/2021,US-2021-102855,OFF-AR-10002467,Dixon Ticonderoga Pencils,Consumer,!Art,0,6,8,24
9,Furniture,KB-16240,Karen Bern,11/7/2021,US-2021-102848,FUR-CH-10000595,Safco Contoured Stacking Chairs,Corporate,Chairs,0.2,12,1,191
6,Office Supplies,HG-14965,Henry Goldwyn,5/21/2021,US-2021-102806,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,Binders,0.7,-18,2,25
8,Furniture,JH-15820,John Huston,11/21/2021,US-2021-102778,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Consumer,Furnishings,0.2,5,1,18
2,Technology,KW-16570,Kelly Williams,4/18/2021,US-2021-102722,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Consumer,????Accessories,0,42,6,107
10,Technology,NW-18400,Natalie Webber,9/15/2021,US-2021-102582,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Consumer,Phones,0,0,3,60
7,Furniture,NW-18400,Natalie Webber,9/15/2021,US-2021-102582,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Consumer,Tables,0,200,2,802
8,Furniture,NW-18400,Natalie Webber,9/15/2021,US-2021-102582,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Consumer,Chairs,0,306,7,1057
9,Technology,KW-16435,Katrina Willman,8/24/2021,US-2021-102491,TEC-PH-10001619,LG G3,Consumer,Phones,0,171,3,588
3,Technology,KW-16435,Katrina Willman,8/24/2021,US-2021-102491,TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Consumer,Machines,0,1417,7,3080
10,Technology,KW-16435,Katrina Willman,8/24/2021,US-2021-102491,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Consumer,????Accessories,0,18,4,80
2,Furniture,DH-13075,Dave Hallsten,3/1/2021,US-2021-102316,FUR-CH-10003396,Global Deluxe Steno Chair,Corporate,Chairs,0.2,-21,3,185
3,Technology,DH-13075,Dave Hallsten,3/1/2021,US-2021-102316,TEC-PH-10000376,Square Credit Card Reader,Corporate,Phones,0.2,1,2,16
8,Furniture,MP-17470,Mark Packer,10/12/2021,US-2021-102281,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Home Office,Bookcases,0.2,47,3,626
7,Furniture,MP-17470,Mark Packer,10/12/2021,US-2021-102281,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Home Office,Bookcases,0.2,112,4,899
2,Office Supplies,MP-17470,Mark Packer,10/12/2021,US-2021-102281,OFF-AR-10003514,4009 Highlighters by Sanford,Home Office,!Art,0,7,5,20
9,Office Supplies,MP-17470,Mark Packer,10/12/2021,US-2021-102281,OFF-PA-10000061,Xerox 205,Home Office,Paper,0,25,8,52
8,Technology,MP-17470,Mark Packer,10/12/2021,US-2021-102281,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Home Office,Phones,0,20,6,72
9,Office Supplies,SJ-20125,Sanjit Jacobs,9/22/2021,US-2021-102260,OFF-AR-10001315,Newell 310,Home Office,!Art,0.2,0,2,3
4,Office Supplies,SJ-20125,Sanjit Jacobs,9/22/2021,US-2021-102260,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Home Office,Storage,0.2,-5,1,25
2,Office Supplies,SJ-20125,Sanjit Jacobs,9/22/2021,US-2021-102260,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Home Office,Binders,0.7,-3,2,3
5,Office Supplies,SJ-20125,Sanjit Jacobs,9/22/2021,US-2021-102260,OFF-ST-10003716,Tennsco Double-Tier Lockers,Home Office,Storage,0.2,-63,4,720
4,Office Supplies,SJ-20125,Sanjit Jacobs,9/22/2021,US-2021-102260,OFF-LA-10003714,Avery 510,Home Office,Labels,0.2,4,4,12
6,Office Supplies,CS-12130,Chad Sievert,9/21/2021,US-2021-102036,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,Storage,0,48,6,200
2,Office Supplies,TM-21010,Tamara Manning,9/12/2021,US-2021-102016,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Consumer,Storage,0,4,2,106
3,Office Supplies,TM-21010,Tamara Manning,9/12/2021,US-2021-102016,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Consumer,Paper,0,14,5,29
1,Office Supplies,TM-21010,Tamara Manning,9/12/2021,US-2021-102016,OFF-LA-10002043,Avery 489,Consumer,Labels,0,10,2,21
10,Office Supplies,TM-21010,Tamara Manning,9/12/2021,US-2021-102016,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Consumer,Fasteners,0,1,1,1
5,Office Supplies,TM-21010,Tamara Manning,9/12/2021,US-2021-102016,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,Envelopes,0,13,1,27
4,Office Supplies,TM-21010,Tamara Manning,9/12/2021,US-2021-102016,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Consumer,!Art,0,3,2,9
9,Office Supplies,KB-16585,Ken Black,9/4/2021,US-2021-101924,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Corporate,Binders,0.7,-7,2,10
1,Furniture,CD-11920,Carlos Daly,11/27/2021,US-2021-101910,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Consumer,Chairs,0.2,18,5,284
7,Furniture,DB-13120,David Bremer,12/27/2021,US-2021-101889,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Corporate,Tables,0.4,-465,9,1549
2,Office Supplies,DB-13120,David Bremer,12/27/2021,US-2021-101889,OFF-EN-10003286,Staple envelope,Corporate,Envelopes,0.2,7,3,20
0,Office Supplies,MJ-17740,Max Jones,6/9/2021,US-2021-101868,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Consumer,Binders,0.7,-27,3,39
3,Technology,MJ-17740,Max Jones,6/9/2021,US-2021-101868,TEC-AC-10004396,Logitech Keyboard K120,Consumer,????Accessories,0.2,-8,5,73
5,Office Supplies,MJ-17740,Max Jones,6/9/2021,US-2021-101868,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Consumer,Binders,0.7,-43,5,64
6,Office Supplies,PF-19165,Philip Fox,8/27/2021,US-2021-101707,OFF-LA-10000134,Avery 511,Consumer,Labels,0,1,1,3
1,Office Supplies,PF-19165,Philip Fox,8/27/2021,US-2021-101707,OFF-PA-10002968,Xerox 1973,Consumer,Paper,0,53,5,114
2,Office Supplies,PF-19165,Philip Fox,8/27/2021,US-2021-101707,OFF-SU-10001218,Fiskars Softgrip Scissors,Consumer,Supplies,0,9,3,33
2,Furniture,JE-15745,Joel Eaton,11/21/2021,US-2021-101511,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Consumer,Chairs,0.3,-11,7,397
2,Office Supplies,JE-15745,Joel Eaton,11/21/2021,US-2021-101511,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,Consumer,Supplies,0.2,-4,5,16
3,Furniture,JS-15940,Joni Sundaresam,1/17/2021,US-2021-101399,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Home Office,Furnishings,0.6,-312,7,255
